anio,establecimiento,rbd,prueba,promedio
2026,"Escuela De Adultos De Castro
Rama",8023-363,M1,517.4
2026,"Escuela De Adultos De Castro
Rama",8023-363,M2,424.3
2026,"Escuela De Adultos De Castro
Rama",8023-363,Historia,527.8
2026,"Escuela De Adultos De Castro
Rama",8023-363,Ciencias,410.0
2026,"Escuela De Adultos De Castro
Rama",8023-363,Obligatoria,522.0
2026,"Liceo Polivalente De Ancud
Rama",8044-310,Lenguaje,503.3
2026,"Liceo Polivalente De Ancud
Rama",8044-310,M1,546.4
2026,"Liceo Polivalente De Ancud
Rama",8044-310,M2,430.5
2026,"Liceo Polivalente De Ancud
Rama",8044-310,Historia,463.8
2026,"Liceo Polivalente De Ancud
Rama",8044-310,Ciencias,358.3
2026,"Liceo Polivalente De Ancud
Rama",8044-310,Obligatoria,524.8
2026,"Liceo Polivalente De Ancud
Rama",8044-610,Lenguaje,499.9
2026,"Liceo Polivalente De Ancud
Rama",8044-610,M1,491.3
2026,"Liceo Polivalente De Ancud
Rama",8044-610,M2,0.0
2026,"Liceo Polivalente De Ancud
Rama",8044-610,Historia,421.0
2026,"Liceo Polivalente De Ancud
Rama",8044-610,Ciencias,393.0
2026,"Liceo Polivalente De Ancud
Rama",8044-610,Obligatoria,495.6
2026,"Liceo Polivalente De Ancud
Rama",8044-710,Lenguaje,493.1
2026,"Liceo Polivalente De Ancud
Rama",8044-710,M1,494.0
2026,"Liceo Polivalente De Ancud
Rama",8044-710,M2,312.0
2026,"Liceo Polivalente De Ancud
Rama",8044-710,Historia,426.5
2026,"Liceo Polivalente De Ancud
Rama",8044-710,Ciencias,383.0
2026,"Liceo Polivalente De Ancud
Rama",8044-710,Obligatoria,499.4
2026,"Liceo Bicentenario De Ancud
Rama",8105-310,Lenguaje,598.6
2026,"Liceo Bicentenario De Ancud
Rama",8105-310,M1,602.8
2026,"Liceo Bicentenario De Ancud
Rama",8105-310,M2,393.2
2026,"Liceo Bicentenario De Ancud
Rama",8105-310,Historia,478.5
2026,"Liceo Bicentenario De Ancud
Rama",8105-310,Ciencias,447.1
2026,"Liceo Bicentenario De Ancud
Rama",8105-310,Obligatoria,601.8
2026,"Seminario Conciliar De Ancud
Rama",8108-310,Lenguaje,608.8
2026,"Seminario Conciliar De Ancud
Rama",8108-310,M1,628.5
2026,"Seminario Conciliar De Ancud
Rama",8108-310,M2,411.7
2026,"Seminario Conciliar De Ancud
Rama",8108-310,Historia,533.3
2026,"Seminario Conciliar De Ancud
Rama",8108-310,Ciencias,451.5
2026,"Seminario Conciliar De Ancud
Rama",8108-310,Obligatoria,616.3
2026,"Seminario Conciliar De Ancud
Rama",8108-510,Lenguaje,561.2
2026,"Seminario Conciliar De Ancud
Rama",8108-510,M1,596.5
2026,"Seminario Conciliar De Ancud
Rama",8108-510,M2,397.2
2026,"Seminario Conciliar De Ancud
Rama",8108-510,Historia,443.0
2026,"Seminario Conciliar De Ancud
Rama",8108-510,Ciencias,389.3
2026,"Seminario Conciliar De Ancud
Rama",8108-510,Obligatoria,578.8
2026,"Seminario Conciliar De Ancud
Rama",8108-610,Lenguaje,549.9
2026,"Seminario Conciliar De Ancud
Rama",8108-610,M1,528.6
2026,"Seminario Conciliar De Ancud
Rama",8108-610,M2,360.5
2026,"Seminario Conciliar De Ancud
Rama",8108-610,Historia,442.1
2026,"Seminario Conciliar De Ancud
Rama",8108-610,Ciencias,389.1
2026,"Seminario Conciliar De Ancud
Rama",8108-610,Obligatoria,542.0
2026,"Seminario Conciliar De Ancud
Rama",8108-810,Lenguaje,568.8
2026,"Seminario Conciliar De Ancud
Rama",8108-810,M1,602.9
2026,"Seminario Conciliar De Ancud
Rama",8108-810,M2,402.8
2026,"Seminario Conciliar De Ancud
Rama",8108-810,Historia,471.4
2026,"Seminario Conciliar De Ancud
Rama",8108-810,Ciencias,432.4
2026,"Seminario Conciliar De Ancud
Rama",8108-810,Obligatoria,585.9
2026,"Liceo Comercial El Pilar
Rama",8109-310,Lenguaje,607.4
2026,"Liceo Comercial El Pilar
Rama",8109-310,M1,625.9
2026,"Liceo Comercial El Pilar
Rama",8109-310,M2,404.3
2026,"Liceo Comercial El Pilar
Rama",8109-310,Historia,502.9
2026,"Liceo Comercial El Pilar
Rama",8109-310,Ciencias,432.9
2026,"Liceo Comercial El Pilar
Rama",8109-310,Obligatoria,617.2
2026,"Liceo Comercial El Pilar
Rama",8109-410,Lenguaje,599.1
2026,"Liceo Comercial El Pilar
Rama",8109-410,M1,582.3
2026,"Liceo Comercial El Pilar
Rama",8109-410,M2,370.0
2026,"Liceo Comercial El Pilar
Rama",8109-410,Historia,448.6
2026,"Liceo Comercial El Pilar
Rama",8109-410,Ciencias,408.8
2026,"Liceo Comercial El Pilar
Rama",8109-410,Obligatoria,590.7
2026,"Liceo Comercial El Pilar
Rama",8109-510,Lenguaje,572.1
2026,"Liceo Comercial El Pilar
Rama",8109-510,M1,599.6
2026,"Liceo Comercial El Pilar
Rama",8109-510,M2,367.3
2026,"Liceo Comercial El Pilar
Rama",8109-510,Historia,449.4
2026,"Liceo Comercial El Pilar
Rama",8109-510,Ciencias,411.0
2026,"Liceo Comercial El Pilar
Rama",8109-510,Obligatoria,585.8
2026,"Liceo Comercial El Pilar
Rama",8109-610,Lenguaje,543.3
2026,"Liceo Comercial El Pilar
Rama",8109-610,M1,551.3
2026,"Liceo Comercial El Pilar
Rama",8109-610,M2,423.0
2026,"Liceo Comercial El Pilar
Rama",8109-610,Historia,430.2
2026,"Liceo Comercial El Pilar
Rama",8109-610,Ciencias,371.4
2026,"Liceo Comercial El Pilar
Rama",8109-610,Obligatoria,550.3
2026,"Liceo Alfredo Del Carmen Barria Oyarzun
Rama",8162-310,Lenguaje,554.6
2026,"Liceo Alfredo Del Carmen Barria Oyarzun
Rama",8162-310,M1,549.9
2026,"Liceo Alfredo Del Carmen Barria Oyarzun
Rama",8162-310,M2,392.4
2026,"Liceo Alfredo Del Carmen Barria Oyarzun
Rama",8162-310,Historia,424.4
2026,"Liceo Alfredo Del Carmen Barria Oyarzun
Rama",8162-310,Ciencias,392.3
2026,"Liceo Alfredo Del Carmen Barria Oyarzun
Rama",8162-310,Obligatoria,554.0
2026,"Liceo Alfredo Del Carmen Barria Oyarzun
Rama",8162-610,Lenguaje,542.2
2026,"Liceo Alfredo Del Carmen Barria Oyarzun
Rama",8162-610,M1,514.2
2026,"Liceo Alfredo Del Carmen Barria Oyarzun
Rama",8162-610,M2,349.2
2026,"Liceo Alfredo Del Carmen Barria Oyarzun
Rama",8162-610,Historia,421.2
2026,"Liceo Alfredo Del Carmen Barria Oyarzun
Rama",8162-610,Ciencias,380.9
2026,"Liceo Alfredo Del Carmen Barria Oyarzun
Rama",8162-610,Obligatoria,528.2
2026,"Liceo Bicentenario Manuel Jesus Andrade Borquez
Rama",8206-310,Lenguaje,606.4
2026,"Liceo Bicentenario Manuel Jesus Andrade Borquez
Rama",8206-310,M1,673.0
2026,"Liceo Bicentenario Manuel Jesus Andrade Borquez
Rama",8206-310,M2,395.8
2026,"Liceo Bicentenario Manuel Jesus Andrade Borquez
Rama",8206-310,Historia,466.4
2026,"Liceo Bicentenario Manuel Jesus Andrade Borquez
Rama",8206-310,Ciencias,424.6
2026,"Liceo Bicentenario Manuel Jesus Andrade Borquez
Rama",8206-310,Obligatoria,643.5
2026,"Liceo Bicentenario Manuel Jesus Andrade Borquez
Rama",8206-363,Lenguaje,576.0
2026,"Liceo Bicentenario Manuel Jesus Andrade Borquez
Rama",8206-363,M1,502.0
2026,"Liceo Bicentenario Manuel Jesus Andrade Borquez
Rama",8206-363,M2,0.0
2026,"Liceo Bicentenario Manuel Jesus Andrade Borquez
Rama",8206-363,Historia,530.0
2026,"Liceo Bicentenario Manuel Jesus Andrade Borquez
Rama",8206-363,Ciencias,0.0
2026,"Liceo Bicentenario Manuel Jesus Andrade Borquez
Rama",8206-363,Obligatoria,539.0
2026,"Liceo Bicentenario Manuel Jesus Andrade Borquez
Rama",8206-410,Lenguaje,576.4
2026,"Liceo Bicentenario Manuel Jesus Andrade Borquez
Rama",8206-410,M1,571.1
2026,"Liceo Bicentenario Manuel Jesus Andrade Borquez
Rama",8206-410,M2,379.2
2026,"Liceo Bicentenario Manuel Jesus Andrade Borquez
Rama",8206-410,Historia,420.8
2026,"Liceo Bicentenario Manuel Jesus Andrade Borquez
Rama",8206-410,Ciencias,391.3
2026,"Liceo Bicentenario Manuel Jesus Andrade Borquez
Rama",8206-410,Obligatoria,573.8
2026,"Liceo Bicentenario Manuel Jesus Andrade Borquez
Rama",8206-510,Lenguaje,474.4
2026,"Liceo Bicentenario Manuel Jesus Andrade Borquez
Rama",8206-510,M1,488.0
2026,"Liceo Bicentenario Manuel Jesus Andrade Borquez
Rama",8206-510,M2,370.3
2026,"Liceo Bicentenario Manuel Jesus Andrade Borquez
Rama",8206-510,Historia,440.0
2026,"Liceo Bicentenario Manuel Jesus Andrade Borquez
Rama",8206-510,Ciencias,400.5
2026,"Liceo Bicentenario Manuel Jesus Andrade Borquez
Rama",8206-510,Obligatoria,484.2
2026,"Liceo Peninsular Ayacara
Rama",8309-310,Lenguaje,594.4
2026,"Liceo Peninsular Ayacara
Rama",8309-310,M1,599.4
2026,"Liceo Peninsular Ayacara
Rama",8309-310,M2,435.3
2026,"Liceo Peninsular Ayacara
Rama",8309-310,Historia,552.8
2026,"Liceo Peninsular Ayacara
Rama",8309-310,Ciencias,436.4
2026,"Liceo Peninsular Ayacara
Rama",8309-310,Obligatoria,596.9
2026,"Colegio Mauricio Hitchcock
Rama",8310-310,Lenguaje,586.2
2026,"Colegio Mauricio Hitchcock
Rama",8310-310,M1,563.1
2026,"Colegio Mauricio Hitchcock
Rama",8310-310,M2,366.3
2026,"Colegio Mauricio Hitchcock
Rama",8310-310,Historia,463.4
2026,"Colegio Mauricio Hitchcock
Rama",8310-310,Ciencias,429.3
2026,"Colegio Mauricio Hitchcock
Rama",8310-310,Obligatoria,574.6
2026,"Liceo Bicentenario Futaleufu
Rama",8331-310,Lenguaje,544.0
2026,"Liceo Bicentenario Futaleufu
Rama",8331-310,M1,592.4
2026,"Liceo Bicentenario Futaleufu
Rama",8331-310,M2,385.4
2026,"Liceo Bicentenario Futaleufu
Rama",8331-310,Historia,457.7
2026,"Liceo Bicentenario Futaleufu
Rama",8331-310,Ciencias,407.1
2026,"Liceo Bicentenario Futaleufu
Rama",8331-310,Obligatoria,572.1
2026,"Colegio Roberto White Gesell
Rama",8339-310,Lenguaje,544.4
2026,"Colegio Roberto White Gesell
Rama",8339-310,M1,579.6
2026,"Colegio Roberto White Gesell
Rama",8339-310,M2,438.0
2026,"Colegio Roberto White Gesell
Rama",8339-310,Historia,443.4
2026,"Colegio Roberto White Gesell
Rama",8339-310,Ciencias,412.7
2026,"Colegio Roberto White Gesell
Rama",8339-310,Obligatoria,564.1
